"id","limit_bal_usd","sex","education","marriage","age","pay_0","pay_2","pay_3","pay_4","pay_5","pay_6","bill_amt1_usd","bill_amt2_usd","bill_amt3_usd","bill_amt4_usd","bill_amt5_usd","bill_amt6_usd","pay_amt1_usd","pay_amt2_usd","pay_amt3_usd","pay_amt4_usd","pay_amt5_usd","pay_amt6_usd","default_flag","worst_payment_status"
12825,"1600.000",1,2,1,36,2,2,7,7,7,7,"76.800","76.800","76.800","76.800","76.800","76.800","0.000","0.000","0.000","0.000","0.000","0.000",1,7
12826,"10240.000",1,1,1,58,-1,2,-1,0,0,-1,"12.160","2.048","30.336","20.224","10.112","10.112","0.000","38.400","0.000","0.000","10.112","10.112",0,2
12827,"1600.000",2,3,1,59,1,2,0,0,0,0,"1439.264","1407.392","1439.872","1463.552","1495.936","1530.112","0.000","65.440","57.120","60.800","64.000","70.720",0,2
12828,"960.000",1,2,3,49,0,0,0,0,0,0,"414.048","452.096","491.328","160.736","168.800","1.728","44.960","52.192","9.600","12.000","1.728","32.000",0,0
12829,"3200.000",2,1,2,25,2,2,-2,-2,-2,-2,"3200.000","0.000","0.000","0.000","0.000","-4830.496","0.000","0.000","0.000","0.000","0.000","4812.800",0,2
12830,"10880.000",1,2,2,44,0,0,0,0,0,0,"10465.856","10738.688","10576.320","8711.040","8628.128","8535.136","512.128","10007.136","311.936","313.600","306.208","400.000",1,0
12831,"11200.000",2,2,1,38,-1,-1,-1,-1,-1,-1,"244.256","243.200","684.960","204.480","194.432","307.520","244.416","688.352","205.472","195.392","309.024","183.392",0,-1
12832,"640.000",1,2,2,24,2,0,0,2,2,2,"132.064","177.824","238.656","230.144","253.536","244.704","48.000","64.000","0.000","32.000","0.000","32.000",1,2
12833,"3520.000",1,1,2,26,0,0,0,0,0,0,"3549.600","3549.088","3579.232","4913.632","2423.968","2470.944","179.424","140.800","85.856","174.912","160.000","64.000",0,0
12834,"9280.000",2,2,2,29,0,0,0,0,0,0,"8477.728","8373.600","8422.528","8435.584","8313.152","6656.000","394.368","336.256","272.960","280.864","237.472","256.064",0,0
12835,"1280.000",1,2,2,26,1,2,2,2,2,2,"362.176","347.040","404.960","388.992","668.704","653.152","0.000","64.000","0.000","288.000","0.000","59.200",1,2
12836,"3840.000",1,4,1,39,2,0,0,0,0,-1,"3668.704","3668.640","2310.016","1370.880","635.520","12.480","160.000","320.000","128.000","160.000","12.480","24.960",1,2
12837,"6080.000",1,1,1,55,-1,-1,-1,-1,-1,-1,"189.696","312.640","257.024","0.960","7.680","17.280","312.640","257.088","0.000","19.200","22.080","23.744",0,-1
12838,"4800.000",2,2,2,23,0,0,0,0,0,0,"3686.592","3566.304","3306.144","3076.480","2798.560","2803.232","192.000","105.792","109.184","112.000","112.000","105.600",0,0
12839,"9600.000",2,1,2,42,-1,-1,-1,0,0,-2,"203.168","21.376","311.584","11.744","-0.736","-13.216","21.376","313.600","0.000","0.000","0.000","0.000",0,0
12840,"7680.000",2,2,1,32,0,0,0,0,0,0,"1705.152","541.440","411.808","463.904","392.384","266.592","256.000","48.000","160.000","32.000","96.000","85.312",0,0
12841,"1920.000",2,2,1,33,2,0,0,0,0,0,"1923.168","1951.456","1779.040","1758.080","1534.688","952.416","80.000","64.192","160.000","64.000","64.000","0.000",1,2
12842,"4800.000",1,2,2,29,-1,-1,-1,0,0,0,"1651.840","290.240","3748.480","2864.768","1176.704","517.024","290.240","3748.672","57.376","30.688","10.976","920.416",0,0
12843,"2560.000",2,3,2,47,-2,-2,-2,-2,-2,-1,"6234.976","6322.592","6468.800","0.000","0.000","1563.360","176.032","196.800","0.000","0.000","1563.360","58.624",0,-1
12844,"5120.000",2,2,1,43,-1,-1,-1,-1,-1,-1,"179.744","8.544","16.288","502.240","16.480","16.480","8.544","16.288","502.240","16.480","16.480","16.480",0,-1
12845,"6400.000",1,1,1,30,0,0,0,0,0,0,"5834.816","3938.528","3970.400","3182.080","3349.920","1729.216","148.896","160.000","160.000","192.000","160.000","320.000",0,0
12846,"2880.000",1,2,1,42,2,2,2,2,2,0,"3064.736","3055.648","3029.792","3006.880","2897.440","2896.928","128.000","112.000","112.000","0.000","112.000","134.400",0,2
12847,"11520.000",1,2,1,38,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,1
12848,"11200.000",2,2,1,38,-1,-1,-1,-1,-1,-1,"143.424","159.520","138.304","159.744","137.440","190.464","159.936","138.656","160.160","137.760","190.816","192.480",0,-1
12849,"960.000",2,3,1,51,0,0,0,0,0,0,"558.528","606.848","654.144","690.944","738.528","784.928","57.600","57.600","57.632","64.032","64.000","64.032",0,0
12850,"1280.000",1,3,2,23,0,0,0,0,0,-2,"481.440","508.768","534.400","560.000","0.000","0.000","44.800","38.400","32.000","0.000","0.000","0.000",0,0
12851,"5120.000",1,2,2,24,-1,0,0,-1,0,0,"142.368","170.112","182.752","192.096","112.864","4.064","41.056","96.256","192.736","2.272","0.000","0.000",0,0
12852,"6400.000",1,2,2,40,0,0,0,0,0,2,"538.112","571.264","593.984","606.880","781.568","764.256","51.520","41.920","22.816","185.600","0.000","96.000",0,2
12853,"10560.000",1,1,2,33,0,0,0,0,0,0,"7150.240","3907.072","4031.008","4065.408","4064.864","4158.240","160.160","192.000","115.648","128.000","128.000","128.000",0,0
12854,"16000.000",1,1,1,47,-1,2,-1,0,0,-1,"231.456","74.272","584.352","526.592","359.200","1176.640","0.000","584.352","0.000","0.000","1288.640","0.000",0,2
12855,"16000.000",2,2,1,28,-2,-2,-2,-1,0,0,"2168.416","1527.872","900.736","780.064","493.472","359.648","71.808","148.000","782.336","64.896","64.288","54.720",0,0
12856,"14720.000",2,1,1,54,-1,-1,-1,-1,-1,-1,"243.936","303.456","592.352","2588.064","1451.808","1817.248","303.840","592.416","2588.064","1451.808","1817.248","561.280",0,-1
12857,"3840.000",2,1,2,27,-1,2,-1,0,-1,-1,"209.696","88.064","346.688","64.512","114.848","50.208","0.000","346.688","8.960","114.848","50.208","80.864",0,2
12858,"4160.000",2,2,1,45,2,-1,-1,-1,-1,-1,"31.680","31.680","31.680","31.680","36.160","31.680","31.680","31.680","31.680","36.160","32.000","316.160",0,2
12859,"640.000",1,1,2,22,-1,0,0,0,0,0,"232.576","414.272","281.952","308.416","375.680","353.504","368.000","194.368","288.000","160.000","193.504","32.000",0,0
12860,"5440.000",1,1,1,41,0,0,0,0,0,0,"4798.112","2205.184","2327.712","2436.768","2703.168","2956.800","102.400","192.000","160.000","320.000","320.000","24.960",0,0
12861,"1600.000",2,1,1,29,0,0,0,0,0,0,"1545.760","1591.232","1612.448","973.120","971.648","962.016","80.000","67.488","35.200","35.200","35.200","35.200",0,0
12862,"1600.000",1,2,1,36,-1,0,0,0,0,0,"114.560","147.104","184.224","187.808","186.816","191.072","34.688","39.808","11.392","6.784","7.360","6.560",1,0
12863,"1600.000",1,3,1,43,0,0,0,0,0,0,"547.616","568.032","586.624","585.632","596.448","592.512","41.696","40.768","20.256","32.000","23.168","32.000",0,0
12864,"7040.000",2,1,2,36,0,0,2,0,0,0,"417.376","131.552","48.704","166.336","127.168","-1.216","70.080","0.032","127.360","0.640","0.000","248.384",0,2
12865,"8320.000",2,3,2,38,0,0,0,0,0,0,"987.040","652.640","572.864","584.256","596.480","606.592","40.800","40.928","20.320","21.024","21.408","21.376",0,0
12866,"16000.000",2,1,1,54,0,0,0,0,0,0,"13722.912","13851.872","13979.456","13854.240","10829.344","10189.952","502.496","384.000","487.552","3147.616","352.000","288.000",0,0
12867,"640.000",2,2,2,25,0,0,0,0,0,0,"646.240","628.416","550.336","456.096","591.200","444.096","44.032","35.872","14.720","192.000","19.968","64.000",0,0
12868,"640.000",1,3,2,40,0,0,2,0,0,-2,"190.240","261.888","250.848","255.968","0.000","0.000","75.040","0.000","5.120","0.000","0.000","0.000",1,2
12869,"2560.000",1,2,2,25,0,0,0,0,0,-1,"1443.616","857.472","611.200","467.200","288.000","64.000","46.592","38.400","0.000","0.000","64.000","176.000",0,0
12870,"16000.000",1,2,1,35,-2,-2,-2,-2,-2,-2,"73.440","44.288","44.288","44.288","178.880","145.344","44.288","44.288","44.288","178.880","145.344","32.000",0,-2
12871,"5120.000",1,1,2,27,-1,-1,-2,-2,-2,-2,"5.280","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",1,-1
12872,"6400.000",1,2,2,27,0,-1,-1,-1,-2,-2,"253.888","516.480","289.376","-36.352","-36.352","-36.352","516.480","32.000","0.000","0.000","0.000","0.000",0,0
12873,"1600.000",2,1,1,34,0,0,0,0,0,0,"1375.360","1408.480","1449.088","1477.952","1518.080","1550.496","55.392","64.000","52.960","64.000","57.600","64.000",0,0
12874,"640.000",1,2,2,25,0,0,0,0,0,0,"633.312","626.912","505.216","477.152","374.368","391.168","61.344","32.000","32.000","32.000","34.176","0.000",1,0
12875,"5440.000",2,2,1,38,0,0,0,0,0,0,"4688.576","4574.528","4299.904","2705.856","2769.216","2825.568","224.992","192.832","102.400","112.000","102.400","128.000",0,0
12876,"320.000",1,1,2,23,-1,2,-1,-1,-1,-2,"24.960","12.480","12.480","24.960","0.000","0.000","0.000","12.480","24.960","0.000","0.000","0.000",1,2
12877,"640.000",2,3,2,28,1,3,6,5,4,3,"611.488","761.216","740.928","720.640","691.072","670.784","160.000","0.000","0.000","0.000","0.000","0.000",1,6
12878,"4800.000",2,2,2,29,-1,-1,2,0,0,2,"80.032","219.040","146.944","275.744","70.080","43.808","140.800","0.000","128.800","13.024","0.000","59.040",0,2
12879,"15040.000",2,1,1,47,0,0,0,0,0,2,"14305.824","14402.240","14434.880","14151.584","14429.568","13703.648","563.200","556.800","491.520","992.000","0.000","924.800",0,2
12880,"6400.000",2,1,1,32,0,0,0,0,0,-1,"1156.928","764.320","790.976","806.816","2180.032","308.352","294.912","224.416","480.000","320.000","320.000","320.000",0,0
12881,"4160.000",2,1,2,27,0,0,0,0,0,-1,"859.776","909.728","950.720","1097.920","700.800","24.960","64.000","64.000","160.000","14.016","24.960","0.000",0,0
12882,"2240.000",2,3,2,40,0,0,2,0,0,0,"413.568","467.680","470.144","473.088","485.600","523.520","83.200","32.000","32.000","32.000","64.000","64.000",0,2
12883,"8640.000",2,2,1,34,0,0,0,0,0,0,"5120.192","5226.816","5333.504","5440.000","5553.504","5664.416","173.440","177.024","178.304","184.416","185.728","191.872",0,0
12884,"4800.000",1,3,2,27,-1,-1,2,0,0,0,"1836.352","1872.992","1809.408","1540.896","1577.216","1179.904","160.000","13.504","64.000","65.312","65.248","24.032",1,2
12885,"7680.000",2,1,1,41,1,2,0,0,0,-2,"282.464","223.776","227.008","103.264","-0.576","-0.576","0.000","38.400","0.000","0.000","0.000","0.000",0,2
12886,"3200.000",2,2,1,60,-2,-1,-1,-1,-1,-1,"0.000","6.336","6.336","10.368","5.472","0.000","6.336","6.336","10.368","5.472","0.000","4.608",0,-1
12887,"6400.000",1,1,1,40,-1,-1,-1,-1,-1,-1,"216.000","144.032","203.520","83.840","188.800","1186.688","160.224","227.072","83.840","192.000","566.496","157.248",1,-1
12888,"7040.000",1,1,2,33,0,0,0,0,0,0,"726.656","778.560","829.376","879.328","924.064","967.584","64.000","64.000","64.000","64.000","64.000","64.000",0,0
12889,"2240.000",1,3,1,69,1,2,0,0,0,0,"370.304","355.040","387.488","412.960","469.856","493.920","0.000","38.528","32.000","64.000","32.000","48.000",1,2
12890,"8320.000",1,2,2,44,0,0,0,0,0,0,"3173.632","2031.904","1648.768","1685.792","1723.264","1790.944","72.288","64.000","64.000","64.000","96.000","53.792",0,0
12891,"5760.000",2,1,2,29,0,0,0,0,0,0,"4313.504","4289.312","4233.440","4165.312","4133.056","4094.816","160.000","147.200","147.200","150.400","159.104","160.000",0,0
12892,"6720.000",2,3,2,35,-2,-2,-2,-2,-2,-2,"63.456","-0.544","288.000","252.960","45.888","32.256","0.000","288.544","252.960","45.888","32.256","21.120",0,-2
12893,"4160.000",2,2,1,36,1,2,0,0,0,0,"3151.008","3073.728","3133.120","3095.808","3118.208","3060.160","0.000","140.800","128.000","112.000","115.200","320.000",0,2
12894,"10240.000",2,2,1,39,0,0,0,0,0,0,"4718.080","4414.016","4218.112","3864.352","3852.000","3868.704","160.288","196.000","128.032","128.416","160.000","128.480",0,0
12895,"960.000",2,2,2,27,2,-1,0,0,-1,-1,"47.136","95.936","94.272","47.136","47.136","897.856","95.936","47.136","0.000","47.136","897.856","35.200",1,2
12896,"1600.000",2,2,2,25,0,0,0,0,0,0,"1615.520","1612.704","1573.344","1442.464","1178.080","1222.496","64.000","97.440","53.120","48.000","64.000","320.000",0,0
12897,"12160.000",2,2,2,27,0,0,-1,0,0,0,"140.800","0.000","8647.008","116.512","118.944","121.312","0.000","8647.008","4.192","4.320","4.352","2.432",0,0
12898,"640.000",2,2,2,22,2,0,0,0,3,2,"212.576","251.904","290.464","351.648","336.928","326.816","48.000","48.000","71.200","0.000","0.000","6.464",1,3
12899,"1600.000",1,2,2,31,2,0,0,0,-1,-1,"1593.728","917.184","943.232","128.352","32.000","0.000","64.000","48.000","32.000","32.000","0.000","0.000",0,2
12900,"4480.000",2,1,2,28,-1,-1,-1,-1,-2,-2,"271.456","304.832","1081.216","-0.576","-0.576","-0.576","305.024","1081.216","0.000","0.000","0.000","0.000",0,-1
12901,"4800.000",2,3,1,46,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",1,1
12902,"11840.000",1,1,2,36,0,0,0,0,0,0,"9525.696","9806.560","9847.488","7231.168","7415.040","7127.456","385.056","384.480","225.120","481.184","226.112","256.000",1,0
12903,"3200.000",2,1,1,41,0,-1,-1,-1,0,-1,"3098.624","82.880","-381.600","681.248","551.552","39.616","82.944","0.384","1232.800","0.000","39.616","0.000",0,0
12904,"3200.000",1,3,2,27,0,0,0,0,0,0,"3159.872","3171.776","2116.704","2070.112","1578.624","1611.712","132.672","81.792","89.664","57.152","59.200","64.000",0,0
12905,"1600.000",1,2,1,29,3,2,2,0,0,0,"1048.000","1073.024","1043.104","626.432","609.088","624.800","51.200","0.224","28.800","22.400","25.600","25.600",1,3
12906,"12800.000",2,1,2,33,-1,2,-1,-1,-1,-1,"18.080","18.080","367.072","56.928","0.000","111.040","0.000","367.840","56.928","0.000","111.040","771.072",0,2
12907,"8000.000",2,1,1,43,-2,-2,-2,-2,-2,-2,"1094.400","0.000","3545.632","0.000","601.760","0.000","0.000","3545.632","0.000","601.760","0.000","0.000",0,-2
12908,"4800.000",2,3,1,45,1,-1,0,0,0,0,"-4.512","351.584","407.456","221.056","214.816","257.536","360.128","64.000","39.200","39.808","46.304","224.000",0,1
12909,"3840.000",1,3,2,37,2,2,2,2,2,2,"3765.792","3824.416","3871.680","3897.440","3626.496","3859.680","166.400","160.000","134.400","0.000","294.400","0.000",1,2
12910,"8320.000",2,1,2,31,0,0,0,0,0,0,"3752.672","3886.144","3897.760","4083.008","3524.672","3595.648","224.000","132.800","256.000","128.000","128.000","160.000",0,0
12911,"2880.000",2,2,2,23,0,0,0,0,0,0,"2577.632","354.112","77.056","1829.344","1846.400","1882.144","64.896","32.224","1827.616","66.944","76.800","57.600",0,0
12912,"4160.000",1,1,1,39,2,-1,-1,-1,-1,-1,"12.480","12.480","12.480","34.176","101.408","12.480","12.480","12.480","34.176","101.408","12.480","12.480",0,2
12913,"1600.000",2,2,2,29,1,2,2,2,0,0,"1484.032","1451.328","1570.752","1536.864","1569.184","1537.024","0.000","144.000","0.000","56.032","55.552","95.072",1,2
12914,"3840.000",2,2,1,29,1,2,0,0,0,0,"4045.184","3865.984","3900.640","3878.656","3893.696","3906.144","0.000","147.200","144.384","147.200","147.200","166.400",1,2
12915,"4480.000",1,3,2,33,-1,-1,-1,-1,-1,-1,"15.136","-0.864","121.216","0.000","300.352","23.104","0.000","122.080","0.000","300.352","23.104","46.976",0,-1
12916,"5440.000",2,1,2,34,0,0,0,0,0,0,"5507.040","5149.248","3296.672","3175.008","3173.728","3196.864","202.144","116.224","111.808","115.840","121.600","128.000",0,0
12917,"10560.000",2,3,2,31,-1,-1,-1,-1,-1,-1,"175.360","980.160","203.200","193.056","70.560","0.000","980.160","203.200","193.056","180.768","0.000","5.536",0,-1
12918,"6720.000",1,2,1,33,-2,-2,-1,-1,-1,-1,"0.000","0.000","3413.408","426.656","408.960","591.104","0.000","3413.408","426.656","408.960","612.352","597.120",1,-1
12919,"9600.000",1,1,1,39,0,0,2,-1,-1,2,"878.688","1100.960","105.056","126.752","777.792","724.608","256.000","0.000","126.752","777.792","0.000","244.832",1,2
12920,"4160.000",2,2,1,39,0,0,0,0,0,0,"3001.504","2928.736","2826.592","2598.144","2520.768","2467.744","106.848","92.544","87.456","88.064","101.088","96.000",0,0
12921,"11520.000",2,1,2,29,0,0,0,0,0,0,"875.840","664.000","476.736","240.768","240.768","0.000","42.496","64.000","4.800","0.000","0.000","0.000",0,0
12922,"4800.000",1,2,2,26,2,2,0,0,0,0,"1203.008","973.824","651.072","622.304","269.440","276.192","0.000","36.800","21.248","16.000","16.000","32.000",0,2
12923,"2880.000",2,2,2,33,2,2,0,0,2,2,"1963.744","1914.048","1978.112","2085.760","2047.328","2039.456","0.000","96.000","160.320","0.000","160.000","0.000",1,2
12924,"8320.000",2,1,1,61,1,-2,-2,-2,-2,-2,"-17.632","526.368","-650.240","-650.240","-650.240","-650.240","544.000","84.192","0.000","0.000","0.000","0.000",0,1
12925,"960.000",2,3,1,21,4,3,2,0,0,0,"1029.728","1004.704","971.456","952.256","952.256","737.152","0.000","0.000","0.000","0.000","32.000","0.000",1,4
12926,"2560.000",2,2,1,45,0,0,0,0,0,0,"2545.664","2604.544","2590.912","2537.440","2596.544","2581.504","100.160","99.424","91.104","100.288","98.304","96.320",0,0
12927,"16000.000",2,1,1,33,-2,-2,-2,-2,-2,-2,"11.616","66.848","154.304","1559.712","2975.296","0.000","66.848","154.304","1559.712","2975.296","0.000","1249.184",0,-2
12928,"640.000",2,2,1,33,0,0,0,0,0,-2,"443.648","465.088","309.184","258.912","0.000","0.000","39.744","32.640","64.000","0.000","0.000","0.000",0,0
12929,"1920.000",1,3,2,36,0,0,0,0,0,0,"1099.648","1095.872","424.512","636.032","616.768","573.536","160.000","32.928","624.224","32.000","11.456","97.440",0,0
12930,"6720.000",1,2,2,37,0,0,0,0,0,0,"500.384","561.920","536.480","596.512","596.928","519.328","96.544","96.736","160.448","160.384","64.384","64.320",0,0
12931,"1600.000",1,1,2,24,0,0,2,2,2,2,"947.040","1017.536","1055.328","1028.864","1109.376","1086.752","96.000","64.000","0.000","102.400","0.000","51.200",1,2
12932,"11200.000",1,2,2,32,0,0,0,0,0,0,"7296.288","7054.400","6085.536","6164.768","6312.608","6443.520","288.000","278.400","224.000","243.200","249.600","272.000",0,0
12933,"6400.000",1,2,2,37,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,1
12934,"8960.000",2,1,2,28,0,0,0,0,0,-1,"1646.048","1427.360","1453.632","1234.016","949.408","796.544","640.000","320.000","0.000","0.000","796.544","3422.112",0,0
12935,"7360.000",1,1,1,41,-2,-2,-2,-2,-2,-2,"49.664","25.344","616.704","37.504","37.504","71.872","25.344","616.704","37.504","37.504","71.872","37.504",0,-2
12936,"6400.000",2,1,1,35,2,0,0,0,0,0,"6254.112","6169.696","9759.904","6032.128","6064.864","6171.232","275.104","274.656","220.160","231.520","218.848","211.200",1,2
12937,"7040.000",2,1,1,32,1,2,2,2,2,2,"6489.344","6341.024","6762.880","6707.584","7010.048","7125.504","0.000","528.032","102.400","416.000","240.000","0.000",0,2
12938,"5120.000",2,2,2,30,-1,-1,-1,-1,-1,-1,"18.688","146.304","236.128","21.408","684.192","6.400","146.304","236.128","21.408","690.592","0.000","35.200",0,-1
12939,"6400.000",2,2,2,29,0,0,0,0,0,0,"5760.512","5333.696","4106.368","4106.688","4195.328","4280.384","194.336","195.200","160.000","160.000","160.000","163.200",0,0
12940,"1920.000",2,2,1,45,0,-1,-1,0,0,0,"1822.880","79.840","1852.768","971.040","967.808","815.168","96.000","1952.000","96.000","96.000","96.000","288.000",0,0
12941,"1920.000",2,3,1,33,0,0,0,0,0,0,"1841.952","1848.512","1579.232","913.568","930.016","923.616","67.200","96.000","48.000","48.000","35.200","35.200",0,0
12942,"12160.000",1,1,1,36,-1,-1,-1,-1,-1,-1,"897.824","456.512","707.232","769.216","1318.880","1120.320","461.184","710.752","773.088","1325.344","1125.888","67.488",0,-1
12943,"7680.000",1,1,1,38,1,-2,-2,-2,-2,-1,"0.000","0.000","0.000","0.000","0.000","22.080","0.000","0.000","0.000","0.000","22.080","0.000",0,1
12944,"2240.000",2,2,2,30,0,0,0,0,0,0,"632.256","286.720","318.368","329.536","336.352","312.448","37.184","36.832","16.000","16.416","13.568","6.240",0,0
12945,"5760.000",2,3,1,33,-1,0,0,0,0,-1,"5444.032","5479.904","5017.696","5098.944","332.800","660.800","190.400","228.256","235.808","19.200","660.800","692.800",0,0
12946,"4800.000",2,2,2,42,-1,-1,-1,-2,-1,-1,"89.600","2162.176","0.000","0.000","213.568","0.000","2162.176","0.000","0.000","213.568","0.000","0.000",0,-1
12947,"4480.000",1,1,2,34,2,2,2,2,2,2,"3988.480","4193.024","4226.080","4137.824","4196.928","4303.040","316.800","150.400","25.600","128.384","313.600","0.032",1,2
12948,"6400.000",1,2,2,25,0,0,0,0,0,0,"3424.032","3475.808","3524.768","3530.656","2726.432","2713.888","160.000","160.000","160.000","96.000","160.000","320.000",1,0
12949,"4160.000",2,1,2,24,2,0,0,0,0,0,"4059.968","4154.784","4202.624","3132.096","3187.008","3157.344","208.000","172.800","110.272","113.952","128.000","118.400",1,2
12950,"5760.000",2,2,1,30,0,0,0,0,0,0,"151.904","135.072","290.080","160.512","189.792","218.432","38.400","160.000","32.000","32.000","32.000","64.000",0,0
12951,"1600.000",2,2,2,30,-1,-1,-1,-1,-1,-1,"133.312","91.488","46.464","38.080","17.376","29.440","91.488","46.464","38.080","17.376","29.440","17.088",0,-1
12952,"2560.000",2,2,2,24,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,1
12953,"1280.000",2,2,1,23,2,3,2,2,2,0,"1016.704","991.456","1061.376","1072.864","1051.328","1086.304","0.000","96.000","38.400","0.000","52.512","43.584",0,3
12954,"6720.000",2,1,1,36,-2,-2,-2,-2,-2,-2,"5.344","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,-2
12955,"4800.000",2,1,2,29,-1,-1,-1,0,-1,-1,"17.920","9.280","17.568","6.528","513.536","0.000","12.480","20.768","4.640","513.536","0.000","0.000",0,0
12956,"8960.000",2,1,2,62,2,2,2,2,2,2,"80.000","80.000","80.000","80.000","80.000","80.000","0.000","0.000","0.000","0.000","0.000","0.000",1,2
12957,"3200.000",1,2,2,28,0,0,0,0,-2,-1,"5784.480","2068.896","332.416","120.384","45.888","403.488","96.576","44.800","121.152","56.768","406.848","1237.280",0,0
12958,"3200.000",1,2,1,33,2,0,0,0,0,0,"2124.576","2170.464","2214.464","2244.896","2286.976","2333.760","99.200","99.200","86.400","83.200","84.800","89.600",1,2
12959,"1600.000",1,3,2,23,2,0,0,0,0,0,"375.808","349.920","373.248","347.904","300.544","302.592","48.224","48.000","9.600","16.000","16.000","3.776",1,2
12960,"4800.000",2,3,1,25,0,0,0,0,0,0,"954.336","830.976","794.336","733.056","618.400","411.328","52.160","224.000","160.000","96.000","8.224","1306.400",0,0
12961,"640.000",1,1,2,40,0,0,0,0,0,0,"650.368","592.288","642.432","641.120","449.824","0.000","48.000","640.000","29.088","32.000","0.000","0.000",0,0
12962,"8640.000",2,1,1,50,-1,-1,-1,-1,-1,-1,"43.616","0.000","195.136","112.000","234.368","302.912","0.000","195.136","112.000","234.368","302.912","73.472",0,-1
12963,"640.000",2,2,1,28,2,-1,-1,-1,-1,-1,"12.480","12.480","12.480","12.480","12.480","0.000","12.480","12.480","12.480","12.480","0.000","24.960",1,2
12964,"1600.000",2,1,2,28,2,0,0,0,0,0,"1088.576","1125.280","1154.432","1199.296","1221.536","1248.384","64.000","57.600","64.000","32.000","32.000","32.000",1,2
12965,"8000.000",1,2,1,53,0,0,2,0,0,0,"5681.184","6336.544","6174.784","4996.288","5171.296","5332.192","800.000","0.000","224.000","256.000","256.000","160.000",0,2
12966,"2560.000",2,1,2,33,0,0,0,0,0,0,"1924.992","1929.888","980.480","509.344","1139.456","751.040","160.864","96.000","96.000","640.000","24.544","32.000",0,0
12967,"12800.000",1,2,1,40,7,6,5,4,3,2,"12971.712","12728.128","12476.896","12319.392","12219.616","11498.048","0.000","0.000","0.000","3.392","72.992","1363.744",1,7
12968,"1600.000",1,1,2,35,1,2,0,0,0,0,"658.528","638.336","624.672","615.904","634.112","640.480","0.128","64.000","25.824","32.000","32.000","21.792",0,2
12969,"1600.000",2,2,1,53,-1,-1,-1,-1,-1,-1,"225.952","71.328","350.048","402.400","42.912","31.936","71.456","350.048","402.400","42.912","31.936","26.240",0,-1
12970,"1600.000",2,1,1,34,0,0,0,0,2,0,"1572.320","1574.688","1163.904","969.760","951.744","977.792","63.072","64.000","106.944","0.000","44.800","32.000",0,2
12971,"8960.000",2,2,1,44,0,0,0,0,0,0,"9174.592","8711.776","6519.808","6512.640","6652.096","6777.984","335.360","257.312","230.400","240.000","226.976","182.464",0,0
12972,"7680.000",2,1,2,29,-1,-1,-1,-1,-1,-1,"1.888","17.536","6.656","0.000","1.408","0.608","17.536","6.656","0.000","1.408","0.000","20.576",1,-1
12973,"960.000",2,2,1,27,2,2,2,2,0,0,"614.176","642.688","654.720","634.752","648.512","690.176","48.000","32.000","0.000","28.800","57.600","28.800",1,2
12974,"8000.000",1,1,2,29,-1,-1,-1,-1,-1,-1,"16.640","65.504","36.960","114.624","18.560","44.736","65.504","36.960","114.624","18.560","44.736","53.120",0,-1
12975,"4800.000",2,1,3,55,-1,-1,-1,-1,-1,2,"8.960","8.960","24.288","24.128","15.360","5.280","8.960","24.288","24.128","15.360","0.000","39.520",0,2
12976,"1920.000",2,2,2,23,0,0,0,0,0,0,"908.992","920.992","935.008","929.152","943.776","952.832","57.280","56.320","38.400","48.000","43.744","32.000",0,0
12977,"1600.000",1,2,1,35,1,-1,-1,-1,-2,-2,"0.000","35.776","21.344","0.000","0.000","0.000","35.776","21.536","0.000","0.000","0.000","0.000",0,1
12978,"5120.000",1,2,1,33,0,0,0,0,2,0,"3273.344","3377.152","3532.480","3915.456","3862.848","3972.640","144.000","198.400","480.000","0.000","160.000","121.600",0,2
12979,"3200.000",1,2,1,44,0,0,2,0,0,-1,"355.808","396.032","141.408","94.272","47.136","103.360","96.000","0.000","0.000","0.000","103.360","0.000",0,2
12980,"2240.000",1,1,2,31,0,0,0,2,0,0,"2152.640","2169.824","2253.120","2183.936","1533.120","1562.240","108.800","147.264","2.016","57.600","55.392","54.464",0,2
12981,"6400.000",2,2,2,35,-1,-1,-1,-1,-2,-2,"54.688","76.800","21.600","0.000","0.000","0.000","76.800","21.600","0.000","0.000","0.000","0.000",0,-1
12982,"16000.000",2,1,2,51,-1,-1,-1,-1,-1,-1,"5.984","11.808","17.120","-0.416","665.824","668.704","11.840","17.184","0.000","669.152","672.032","2.816",0,-1
12983,"5760.000",2,1,2,28,1,2,2,0,0,0,"120.800","178.240","151.104","276.576","249.056","396.736","64.160","0.992","160.000","32.000","160.000","160.000",0,2
